type,n,N,cr,density,lin_regress,lin_regress_err,lin_regress_r2,opt_linregress,opt_linregress_err,opt_linregress_r2,hyper_fit,hyper_fit_err,hyper_fit_r2,sqrt_fit,sqrt_fit_err,sqrt_fit_r2,piece_fit,piece_fit_err,piece_fit_r2,shapiro
PDES,8.0,50.0,0.01,808.212143915212,,,,359.540222,10.679424567279767,0.9858242278728838,289.8816923935991,9.311063977004492,0.9855786294961312,383.4075205509212,9.311063977004492,0.9888484453532076,295.5823149589424,9.311063977004492,0.9855613573880893,280.0838567522841
PDES,8.0,50.0,0.1,808.212143915212,,,,367.779205,15.826659439425024,0.9890614613718596,334.4358314515063,9.955571144404576,0.9872779335014796,330.8143035384801,9.955571144404576,0.988063641582226,334.61493109482706,9.955571144404576,0.987270073746686,904.1543440540572
PDES,8.0,50.0,1.0,808.212143915212,,,,277.447937,5.966581182691338,0.9943418091484564,248.3348850443521,10.47057895797176,0.9940730909096324,248.310758185199,10.47057895797176,0.9940739988772352,248.30980453401483,10.47057895797176,0.9940739988779796,289.0121228840436
PDES,8.0,50.0,10.0,808.212143915212,,,,306.044922,9.776128665249272,0.9927712221262304,389.08789139335823,8.969243317745788,0.9906883865644782,285.2193831241965,8.969243317745788,0.9801396912224132,389.1450767443828,8.969243317745788,0.9906870638569006,680.7968932373103
PDES,8.0,100.0,0.001,807.610407084577,,,,322.294525,4.811986654576805,0.991332378692816,317.27989120356403,9.85608748992648,0.9914192647847508,331.9244870435404,9.85608748992648,0.9924397025881038,317.26701829970466,9.85608748992648,0.9914134126901648,311.95796136999064
PDES,8.0,100.0,0.01,807.610407084577,,,,305.692139,4.645366356874003,0.9908646188482038,306.9546332342949,9.075789491729354,0.9910717557644088,374.02728410987305,9.075789491729354,0.9938109892710328,306.97213648378573,9.075789491729354,0.9910642908539612,328.03642611144704
PDES,8.0,100.0,0.1,807.610407084577,,,,311.726532,19.02701986170318,0.9922305472913427,302.9956768417139,37.14890779073112,0.9921950136974385,399.99999999999966,37.14890779073112,0.9942848926304788,303.22686205264995,37.14890779073112,0.9921908083768576,280.67788785469355
PDES,8.0,100.0,1.0,807.610407084577,,,,354.680695,20.73874835129547,0.995482509702386,337.6960995124201,37.86461997447458,0.9954316094984932,399.9999999978597,37.86461997447458,0.9970737208140182,321.0737272822724,37.86461997447458,0.9953028529722684,307.0741269704285
PDES,8.0,100.0,10.0,807.610407084577,,,,335.324585,11.968835695971634,0.9968743288897214,375.654091548444,36.43698817329007,0.9955693888263254,374.80540743013927,36.43698817329007,0.9955666757766284,376.1758136876458,36.43698817329007,0.9955678380826432,522.9521081083307
PDES,8.0,150.0,0.001,805.6975720099502,,,,316.214203,3.5021491858168705,0.994813987323142,315.68145699416976,9.057698617614069,0.994885098206687,322.9621788652426,9.057698617614069,0.9956723081652412,315.41782537497204,9.057698617614069,0.9948763550878872,307.50326882543806
PDES,8.0,150.0,0.01,805.6975720099502,,,,305.696716,3.593956121917513,0.9937465081910418,304.83160015132256,8.987854772982404,0.9937932076316346,328.523291299005,8.987854772982404,0.9955848803188262,304.8986018479006,8.987854772982404,0.9937831381683015,327.4345640109978
PDES,8.0,150.0,0.1,805.6975720099502,,,,327.914429,13.779174179110171,0.9952548273137364,324.4511742464509,35.90573744579985,0.995157604044675,358.9663714140761,35.90573744579985,0.9963473792251374,324.2759421190311,35.90573744579985,0.9951515307501172,321.169416426692
PDES,8.0,150.0,1.0,805.6975720099502,,,,280.321503,7.7671689615094195,0.9973046233683583,278.81742719497566,38.74889332682828,0.9972783587035003,279.3338942888085,38.74889332682828,0.997586862998994,280.7878535885229,38.74889332682828,0.997270024180871,78.43733171940406
PDES,8.0,150.0,10.0,805.6975720099502,,,,348.29715,7.853153832169062,0.998476877775272,343.90376335003907,33.8400953047385,0.9984678464687556,348.2242666232697,33.8400953047385,0.998511029476438,343.75442766617823,33.8400953047385,0.9984661109088764,476.9923258123586
PDES,8.0,200.0,0.001,807.7343822636816,,,,322.899902,2.956944566639544,0.9952817694783264,318.26824759772654,9.843641383394107,0.995344273580038,323.7763069939912,9.843641383394107,0.99645248057609,318.3926640834088,9.843641383394107,0.9953348140974352,298.2971111493399
PDES,8.0,200.0,0.01,807.7343822636816,,,,332.081757,3.5875665027036674,0.995600887916872,329.38035970489574,9.42627658421611,0.99565924625936,340.1870934548531,9.42627658421611,0.9968472418947476,329.4506157453858,9.42627658421611,0.995650105549607,319.4952360833876
PDES,8.0,200.0,0.1,807.7343822636816,,,,327.129395,12.936023740795626,0.9955377075806788,325.30504737745787,34.97512223082129,0.99559110436299,369.3290152740298,34.97512223082129,0.9972084525644948,324.78821205731987,34.97512223082129,0.9955799872360966,292.69701706440696
PDES,8.0,200.0,1.0,807.7343822636816,,,,319.812927,18.79188236482877,0.9957287841577968,300.034845774829,41.25651433241826,0.9957304986222576,399.999994685676,41.25651433241826,0.9968660011878098,299.9652305445029,41.25651433241826,0.9957300218656208,288.34008292589806
PDES,8.0,200.0,10.0,807.7343822636816,,,,369.923737,10.257865786729088,0.9984584991366532,365.6290766111252,31.0474356622004,0.9984397288016212,371.46271415757406,31.0474356622004,0.998493475027534,365.4584402737256,31.0474356622004,0.998436842236697,440.7251347811203
PDES,18.0,50.0,0.01,874.8698786583541,,,,312.587616,6.238413853836082,0.990515304398748,312.8405973981711,9.719731175725997,0.9906234955755856,318.0832491826611,9.719731175725997,0.9909285476726036,312.6905729768453,9.719731175725997,0.990619825458922,340.827534317186
